linea,altitud,grupo,repeticion,angulo,nancy,ale
PCA27,ALTA,IV,9,12.061,0.000,
PCA27,ALTA,IV,10,83.497,0.000,
PCA27,ALTA,IV,11,36.175,0.000,
PCA27,ALTA,IV,12,104.384,0.000,
PCA27,ALTA,IV,13,0.000,0.000,
PCA27,ALTA,IV,14,0.000,0.000,
PCA27,ALTA,IV,15,0.000,0.000,
PCA27,ALTA,IV,16,0.000,0.000,
PCA27,ALTA,IV,17,0.000,0.000,
PCA27,ALTA,IV,18,0.000,0.000,
PCA27,ALTA,IV,19,0.000,0.000,
PCA27,ALTA,IV,20,0.000,0.000,
PCA28,MEDIA,IV,1,53.160,58.983,58.196
PCA28,MEDIA,IV,2,31.650,0.000,0.000
PCA28,MEDIA,IV,3,58.270,58.853,54.460
PCA28,MEDIA,IV,4,4.830,8.697,8.254
PCA28,MEDIA,IV,5,17.530,19.467,21.098
PCA28,MEDIA,IV,6,38.710,38.291,37.552
PCA28,MEDIA,IV,7,47.150,50.090,50.147
PCA28,MEDIA,IV,8,14.900,11.289,12.251
PCA28,MEDIA,IV,9,44.940,45.722,44.246
PCA28,MEDIA,IV,10,5.050,12.044,12.425
PCA28,MEDIA,IV,11,21.910,23.400,20.240
PCA28,MEDIA,IV,12,31.930,25.605,29.085
PCA28,MEDIA,IV,13,15.710,44.556,48.252
PCA28,MEDIA,IV,14,7.910,10.531,10.266
PCA28,MEDIA,IV,15,15.910,8.049,9.508
PCA28,MEDIA,IV,16,79.380,65.481,68.130
PCA28,MEDIA,IV,17,1.680,16.543,8.289
PCA28,MEDIA,IV,18,52.720,28.415,29.115
PCA28,MEDIA,IV,19,26.520,47.684,51.089
PCA28,MEDIA,IV,20,48.220,19.423,19.055
PCA29,MEDIA,IV,1,26.080,23.428,19.634
PCA29,MEDIA,IV,2,17.120,20.119,11.305
PCA29,MEDIA,IV,3,39.630,48.182,46.426
PCA29,MEDIA,IV,4,35.350,37.013,40.318
PCA29,MEDIA,IV,5,15.390,13.948,13.891
PCA29,MEDIA,IV,6,170.540,120.106,142.500
PCA29,MEDIA,IV,7,11.120,26.035,21.967
PCA29,MEDIA,IV,8,17.750,16.031,17.893
PCA29,MEDIA,IV,9,114.340,83.199,98.700
PCA29,MEDIA,IV,10,113.590,87.173,95.000
PCA29,MEDIA,IV,11,46.450,35.522,35.213
PCA29,MEDIA,IV,12,152.000,36.220,32.350
PCA29,MEDIA,IV,13,0.000,0.000,0.000
PCA29,MEDIA,IV,14,156.207,0.000,0.000
PCA29,MEDIA,IV,15,0.000,0.000,0.000
PCA29,MEDIA,IV,16,0.000,0.000,0.000
PCA29,MEDIA,IV,17,0.000,0.000,0.000
PCA29,MEDIA,IV,18,0.000,0.000,0.000
PCA29,MEDIA,IV,19,0.000,0.000,0.000
PCA29,MEDIA,IV,20,0.000,0.000,0.000
PCA30,MEDIA,IV,1,20.030,23.422,26.193
PCA30,MEDIA,IV,2,11.960,6.318,2.449
PCA30,MEDIA,IV,3,93.630,77.687,85.620
PCA30,MEDIA,IV,4,11.790,13.858,14.480
PCA30,MEDIA,IV,5,9.580,19.718,15.303
PCA30,MEDIA,IV,6,67.730,58.687,59.340
PCA30,MEDIA,IV,7,78.500,62.258,62.220
PCA30,MEDIA,IV,8,63.560,45.654,56.510
PCA30,MEDIA,IV,9,39.880,33.255,28.211
PCA30,MEDIA,IV,10,11.760,6.155,6.369
PCA30,MEDIA,IV,11,2.560,11.629,8.883
PCA30,MEDIA,IV,12,0.000,0.000,0.000
PCA30,MEDIA,IV,13,0.000,0.000,0.000
PCA30,MEDIA,IV,14,0.000,0.000,0.000
PCA30,MEDIA,IV,15,0.000,0.000,0.000
PCA30,MEDIA,IV,16,0.000,0.000,0.000
PCA30,MEDIA,IV,17,0.000,0.000,0.000
PCA30,MEDIA,IV,18,0.000,0.000,0.000
PCA30,MEDIA,IV,19,0.000,0.000,0.000
PCA30,MEDIA,IV,20,0.000,0.000,0.000
PCA31,MEDIA,IV,1,46.630,82.438,84.954
PCA31,MEDIA,IV,2,164.920,130.244,134.270
PCA31,MEDIA,IV,3,142.170,100.197,123.112
PCA31,MEDIA,IV,4,96.010,77.464,73.370
PCA31,MEDIA,IV,5,48.340,50.541,51.401
PCA31,MEDIA,IV,6,84.660,88.438,86.820
PCA31,MEDIA,IV,7,23.960,24.625,23.196
PCA31,MEDIA,IV,8,9.040,11.212,5.638
PCA31,MEDIA,IV,9,19.798,7.827,17.484
PCA31,MEDIA,IV,10,33.680,37.355,34.984
PCA31,MEDIA,IV,11,91.310,81.031,83.190
PCA31,MEDIA,IV,12,50.200,50.950,51.500
PCA31,MEDIA,IV,13,83.180,68.188,74.240
PCA31,MEDIA,IV,14,4.380,4.665,2.288
PCA31,MEDIA,IV,15,46.540,42.567,45.483
PCA31,MEDIA,IV,16,55.730,53.067,54.928
PCA31,MEDIA,IV,17,0.000,0.000,0.000
PCA31,MEDIA,IV,18,0.000,0.000,0.000
PCA31,MEDIA,IV,19,0.000,0.000,0.000
PCA31,MEDIA,IV,20,0.000,0.000,0.000
PCA32,ALTA,IV,1,92.345,47.761,
PCA32,ALTA,IV,2,11.468,13.445,
PCA32,ALTA,IV,3,0.000,35.722,
PCA32,ALTA,IV,4,79.419,9.374,
PCA32,ALTA,IV,5,108.305,81.555,
PCA32,ALTA,IV,6,61.409,41.403,
PCA32,ALTA,IV,7,0.000,46.870,
PCA32,ALTA,IV,8,6.260,4.816,
PCA32,ALTA,IV,9,44.422,40.946,
PCA32,ALTA,IV,10,57.325,58.976,
PCA32,ALTA,IV,11,19.556,25.740,
PCA32,ALTA,IV,12,87.181,66.518,
PCA32,ALTA,IV,13,87.699,43.810,
PCA32,ALTA,IV,14,0.000,0.000,
PCA32,ALTA,IV,15,0.000,0.000,
PCA32,ALTA,IV,16,1.657,12.435,
PCA32,ALTA,IV,17,0.000,0.000,
PCA32,ALTA,IV,18,0.000,0.000,
PCA32,ALTA,IV,19,0.000,0.000,
PCA32,ALTA,IV,20,0.000,0.000,
PCA33,ALTA,IV,1,0.000,58.568,
PCA33,ALTA,IV,2,109.940,75.031,
PCA33,ALTA,IV,3,19.370,14.486,
PCA33,ALTA,IV,4,0.000,21.142,
PCA33,ALTA,IV,5,0.000,36.249,
PCA33,ALTA,IV,6,0.000,8.828,
PCA33,ALTA,IV,7,0.000,72.034,
PCA33,ALTA,IV,8,0.000,76.288,
PCA33,ALTA,IV,9,0.000,66.488,
PCA33,ALTA,IV,10,0.000,38.478,
PCA33,ALTA,IV,11,0.000,73.532,
PCA33,ALTA,IV,12,0.000,31.164,
PCA33,ALTA,IV,13,0.000,30.100,
PCA33,ALTA,IV,14,0.000,41.351,
PCA33,ALTA,IV,15,0.000,43.894,
PCA33,ALTA,IV,16,0.000,27.318,
PCA33,ALTA,IV,17,0.000,0.000,
PCA33,ALTA,IV,18,0.000,0.000,
PCA33,ALTA,IV,19,0.000,0.000,
PCA33,ALTA,IV,20,0.000,0.000,
PCA34,ALTA,IV,1,0.000,51.275,
PCA34,ALTA,IV,2,0.000,16.613,
PCA34,ALTA,IV,3,0.000,27.140,
PCA34,ALTA,IV,4,0.000,61.001,
PCA34,ALTA,IV,5,78.060,68.807,
PCA34,ALTA,IV,6,0.000,80.409,
PCA34,ALTA,IV,7,0.000,71.073,
PCA34,ALTA,IV,8,94.000,65.493,
PCA34,ALTA,IV,9,0.000,17.428,
PCA34,ALTA,IV,10,0.000,35.774,
PCA34,ALTA,IV,11,0.000,89.621,
PCA34,ALTA,IV,12,0.000,47.145,
PCA34,ALTA,IV,13,0.000,45.810,
PCA34,ALTA,IV,14,0.000,19.638,
PCA34,ALTA,IV,15,0.000,64.783,
PCA34,ALTA,IV,16,0.000,21.976,
PCA34,ALTA,IV,17,0.000,0.000,
PCA34,ALTA,IV,18,0.000,0.000,
PCA34,ALTA,IV,19,0.000,0.000,
PCA34,ALTA,IV,20,0.000,0.000,
PCA35,ALTA,IV,1,0.000,53.346,
PCA35,ALTA,IV,2,0.000,81.600,
PCA35,ALTA,IV,3,0.000,0.000,
PCA35,ALTA,IV,4,0.000,30.427,
PCA35,ALTA,IV,5,0.000,77.289,
PCA35,ALTA,IV,6,0.000,68.890,
PCA35,ALTA,IV,7,0.000,70.838,
PCA35,ALTA,IV,8,0.000,72.723,
PCA35,ALTA,IV,9,0.000,47.978,
PCA35,ALTA,IV,10,0.000,40.015,
PCA35,ALTA,IV,11,0.000,76.082,
PCA35,ALTA,IV,12,0.000,50.696,
PCA35,ALTA,IV,13,0.000,33.056,
PCA35,ALTA,IV,14,0.000,0.000,
PCA35,ALTA,IV,15,0.000,0.000,
PCA35,ALTA,IV,16,0.000,40.757,
PCA35,ALTA,IV,17,0.000,0.000,
PCA35,ALTA,IV,18,0.000,0.000,
PCA35,ALTA,IV,19,0.000,0.000,
PCA35,ALTA,IV,20,0.000,0.000,
PCA36,ALTA,IV,1,0.000,0.000,
PCA36,ALTA,IV,2,0.000,0.000,
PCA36,ALTA,IV,3,0.000,0.000,
PCA36,ALTA,IV,4,0.000,0.000,
PCA36,ALTA,IV,5,0.000,0.000,
PCA36,ALTA,IV,6,0.000,0.000,
PCA36,ALTA,IV,7,0.000,0.000,
PCA36,ALTA,IV,8,0.000,0.000,
PCA36,ALTA,IV,9,0.000,0.000,
PCA36,ALTA,IV,10,0.000,0.000,
PCA36,ALTA,IV,11,0.000,0.000,
PCA36,ALTA,IV,12,0.000,0.000,
PCA36,ALTA,IV,13,0.000,0.000,
PCA36,ALTA,IV,14,0.000,0.000,
PCA36,ALTA,IV,15,0.000,0.000,
PCA36,ALTA,IV,16,0.000,0.000,
PCA36,ALTA,IV,17,0.000,0.000,
PCA36,ALTA,IV,18,0.000,0.000,
PCA36,ALTA,IV,19,0.000,0.000,
PCA36,ALTA,IV,20,0.000,0.000,
PCA37,ALTA,IV,1,0.000,0.000,
PCA37,ALTA,IV,2,0.000,0.000,
PCA37,ALTA,IV,3,0.000,0.000,
PCA37,ALTA,IV,4,0.000,0.000,
PCA37,ALTA,IV,5,0.000,0.000,
PCA37,ALTA,IV,6,0.000,0.000,
PCA37,ALTA,IV,7,0.000,0.000,
PCA37,ALTA,IV,8,0.000,0.000,
PCA37,ALTA,IV,9,0.000,0.000,
PCA37,ALTA,IV,10,0.000,0.000,
PCA37,ALTA,IV,11,0.000,0.000,
PCA37,ALTA,IV,12,0.000,0.000,
PCA37,ALTA,IV,13,0.000,0.000,
PCA37,ALTA,IV,14,0.000,0.000,
PCA37,ALTA,IV,15,0.000,0.000,
PCA37,ALTA,IV,16,0.000,0.000,
PCA37,ALTA,IV,17,0.000,0.000,
PCA37,ALTA,IV,18,0.000,0.000,
PCA37,ALTA,IV,19,0.000,0.000,
PCA37,ALTA,IV,20,0.000,0.000,
PCA38,ALTA,IV,1,0.000,0.000,
PCA38,ALTA,IV,2,0.000,0.000,
PCA38,ALTA,IV,3,0.000,0.000,
PCA38,ALTA,IV,4,0.000,0.000,
PCA38,ALTA,IV,5,0.000,0.000,
PCA38,ALTA,IV,6,0.000,0.000,
PCA38,ALTA,IV,7,0.000,0.000,
PCA38,ALTA,IV,8,0.000,0.000,
PCA38,ALTA,IV,9,0.000,0.000,
PCA38,ALTA,IV,10,0.000,0.000,
PCA38,ALTA,IV,11,0.000,0.000,
PCA38,ALTA,IV,12,0.000,0.000,
PCA38,ALTA,IV,13,0.000,0.000,
PCA38,ALTA,IV,14,0.000,0.000,
PCA38,ALTA,IV,15,0.000,0.000,
PCA38,ALTA,IV,16,0.000,0.000,
PCA38,ALTA,IV,17,0.000,0.000,
PCA38,ALTA,IV,18,0.000,0.000,
PCA38,ALTA,IV,19,0.000,0.000,
PCA38,ALTA,IV,20,0.000,0.000,
PCA39,ALTA,IV,1,0.000,0.000,
PCA39,ALTA,IV,2,0.000,0.000,
PCA39,ALTA,IV,3,0.000,0.000,
PCA39,ALTA,IV,4,0.000,0.000,
PCA39,ALTA,IV,5,0.000,0.000,
PCA39,ALTA,IV,6,0.000,0.000,
PCA39,ALTA,IV,7,0.000,0.000,
PCA39,ALTA,IV,8,0.000,0.000,
PCA39,ALTA,IV,9,0.000,0.000,
PCA39,ALTA,IV,10,0.000,0.000,
PCA39,ALTA,IV,11,0.000,0.000,
PCA39,ALTA,IV,12,0.000,0.000,
PCA39,ALTA,IV,13,0.000,0.000,
PCA39,ALTA,IV,14,0.000,0.000,
PCA39,ALTA,IV,15,0.000,0.000,
PCA39,ALTA,IV,16,0.000,0.000,
PCA39,ALTA,IV,17,0.000,0.000,
PCA39,ALTA,IV,18,0.000,0.000,
PCA39,ALTA,IV,19,0.000,0.000,
PCA39,ALTA,IV,20,0.000,0.000,
PCA40,MEDIA,IV,1,43.620,76.230,70.251
PCA40,MEDIA,IV,2,6.350,8.585,8.710
PCA40,MEDIA,IV,3,35.450,35.835,35.366
PCA40,MEDIA,IV,4,21.780,20.652,23.708
PCA40,MEDIA,IV,5,35.720,23.571,27.581
PCA40,MEDIA,IV,6,12.340,9.037,11.413
PCA40,MEDIA,IV,7,61.110,36.388,38.131
PCA40,MEDIA,IV,8,14.890,10.616,10.847
PCA40,MEDIA,IV,9,50.090,69.167,62.833
PCA40,MEDIA,IV,10,82.040,76.504,86.550
PCA40,MEDIA,IV,11,23.650,29.750,35.240
PCA40,MEDIA,IV,12,92.690,65.318,64.250
PCA40,MEDIA,IV,13,37.570,34.647,33.076
PCA40,MEDIA,IV,14,32.290,30.208,29.742
PCA40,MEDIA,IV,15,13.330,10.179,8.061
PCA40,MEDIA,IV,16,59.420,50.255,52.360
PCA40,MEDIA,IV,17,82.900,68.615,67.160
PCA40,MEDIA,IV,18,20.320,14.449,14.815
PCA40,MEDIA,IV,19,34.540,42.667,34.266
PCA40,MEDIA,IV,20,31.720,34.981,30.079
